kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
A41,@twinklewrinckle,Borrowing,Motherhood,Minato Kanae,3.84,346,"fiksi, misteri, thriller, j-lit",Apa artinya menjadi ibu jika tidak memiliki sifat keibuan?
A42,@hujandanjuni,Queue,Namaku Alam,Leila S. Chudori,4.36,448,"fiksi, hisfic","Inilah yang kubayangkan detik-detik terakhir Bapak: 18 Mei 1970. Hari gelap. Langit berwarna hitam dengan garis ungu. Bulan bersembunyi di balik ranting pohon randu. Sekumpulan burung nasar bertengger di pagar kawat. Mereka mencium aroma manusia yang nyaris jadi mayat bercampur bau mesiu. Terdengar lolongan anjing berkepanjangan. Empat orang berbaris rapi, masing-masing berdiri dengan senapan yang diarahkan kepada Bapak. Hanya satu senapan berisi peluru mematikan. Selebihnya, peluru karet. Tak satu pun di antara keempat lelaki itu tahu siapa yang kelak menghentikan hidup Bapak. Pada usianya yang ke-33 tahun, Segara Alam menjenguk kembali masa kecilnya hingga dewasa. Semua peristiwa tertanam dengan kuat. Karena memiliki photographic memory, Alam ingat pertama kali dia ditodong senapan oleh seorang lelaki dewasa ketika masih berusia tiga tahun; pertama kali sepupunya mencercanya sebagai anak ‘pengkhianat negara’; pertama kali Alam berkelahi dengan seorang anak pengusaha besar yang menguasai sekolah; dan pertama kali dia jatuh cinta."
A42,@kyeomails,Borrowed,Namaku Alam,Leila S. Chudori,4.36,448,"fiksi, hisfic","Inilah yang kubayangkan detik-detik terakhir Bapak: 18 Mei 1970. Hari gelap. Langit berwarna hitam dengan garis ungu. Bulan bersembunyi di balik ranting pohon randu. Sekumpulan burung nasar bertengger di pagar kawat. Mereka mencium aroma manusia yang nyaris jadi mayat bercampur bau mesiu. Terdengar lolongan anjing berkepanjangan. Empat orang berbaris rapi, masing-masing berdiri dengan senapan yang diarahkan kepada Bapak. Hanya satu senapan berisi peluru mematikan. Selebihnya, peluru karet. Tak satu pun di antara keempat lelaki itu tahu siapa yang kelak menghentikan hidup Bapak. Pada usianya yang ke-33 tahun, Segara Alam menjenguk kembali masa kecilnya hingga dewasa. Semua peristiwa tertanam dengan kuat. Karena memiliki photographic memory, Alam ingat pertama kali dia ditodong senapan oleh seorang lelaki dewasa ketika masih berusia tiga tahun; pertama kali sepupunya mencercanya sebagai anak ‘pengkhianat negara’; pertama kali Alam berkelahi dengan seorang anak pengusaha besar yang menguasai sekolah; dan pertama kali dia jatuh cinta."
A42,@menghelang,Borrowing,Namaku Alam,Leila S. Chudori,4.36,448,"fiksi, hisfic","Inilah yang kubayangkan detik-detik terakhir Bapak: 18 Mei 1970. Hari gelap. Langit berwarna hitam dengan garis ungu. Bulan bersembunyi di balik ranting pohon randu. Sekumpulan burung nasar bertengger di pagar kawat. Mereka mencium aroma manusia yang nyaris jadi mayat bercampur bau mesiu. Terdengar lolongan anjing berkepanjangan. Empat orang berbaris rapi, masing-masing berdiri dengan senapan yang diarahkan kepada Bapak. Hanya satu senapan berisi peluru mematikan. Selebihnya, peluru karet. Tak satu pun di antara keempat lelaki itu tahu siapa yang kelak menghentikan hidup Bapak. Pada usianya yang ke-33 tahun, Segara Alam menjenguk kembali masa kecilnya hingga dewasa. Semua peristiwa tertanam dengan kuat. Karena memiliki photographic memory, Alam ingat pertama kali dia ditodong senapan oleh seorang lelaki dewasa ketika masih berusia tiga tahun; pertama kali sepupunya mencercanya sebagai anak ‘pengkhianat negara’; pertama kali Alam berkelahi dengan seorang anak pengusaha besar yang menguasai sekolah; dan pertama kali dia jatuh cinta."
A42,@naanaachinggu,Borrowed,Namaku Alam,Leila S. Chudori,4.36,448,"fiksi, hisfic","Inilah yang kubayangkan detik-detik terakhir Bapak: 18 Mei 1970. Hari gelap. Langit berwarna hitam dengan garis ungu. Bulan bersembunyi di balik ranting pohon randu. Sekumpulan burung nasar bertengger di pagar kawat. Mereka mencium aroma manusia yang nyaris jadi mayat bercampur bau mesiu. Terdengar lolongan anjing berkepanjangan. Empat orang berbaris rapi, masing-masing berdiri dengan senapan yang diarahkan kepada Bapak. Hanya satu senapan berisi peluru mematikan. Selebihnya, peluru karet. Tak satu pun di antara keempat lelaki itu tahu siapa yang kelak menghentikan hidup Bapak. Pada usianya yang ke-33 tahun, Segara Alam menjenguk kembali masa kecilnya hingga dewasa. Semua peristiwa tertanam dengan kuat. Karena memiliki photographic memory, Alam ingat pertama kali dia ditodong senapan oleh seorang lelaki dewasa ketika masih berusia tiga tahun; pertama kali sepupunya mencercanya sebagai anak ‘pengkhianat negara’; pertama kali Alam berkelahi dengan seorang anak pengusaha besar yang menguasai sekolah; dan pertama kali dia jatuh cinta."
A42,@raaevenly,Queue,Namaku Alam,Leila S. Chudori,4.36,448,"fiksi, hisfic","Inilah yang kubayangkan detik-detik terakhir Bapak: 18 Mei 1970. Hari gelap. Langit berwarna hitam dengan garis ungu. Bulan bersembunyi di balik ranting pohon randu. Sekumpulan burung nasar bertengger di pagar kawat. Mereka mencium aroma manusia yang nyaris jadi mayat bercampur bau mesiu. Terdengar lolongan anjing berkepanjangan. Empat orang berbaris rapi, masing-masing berdiri dengan senapan yang diarahkan kepada Bapak. Hanya satu senapan berisi peluru mematikan. Selebihnya, peluru karet. Tak satu pun di antara keempat lelaki itu tahu siapa yang kelak menghentikan hidup Bapak. Pada usianya yang ke-33 tahun, Segara Alam menjenguk kembali masa kecilnya hingga dewasa. Semua peristiwa tertanam dengan kuat. Karena memiliki photographic memory, Alam ingat pertama kali dia ditodong senapan oleh seorang lelaki dewasa ketika masih berusia tiga tahun; pertama kali sepupunya mencercanya sebagai anak ‘pengkhianat negara’; pertama kali Alam berkelahi dengan seorang anak pengusaha besar yang menguasai sekolah; dan pertama kali dia jatuh cinta."
A43,@adelisread,Borrowed,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@agatha_faith02,Borrowed,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@elimirnaw,Queue,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@lady_timotimoti,Queue,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@meidinarahma,Queue,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@naanaachinggu,Borrowed,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A43,@youbwimine,Borrowing,On Palestine,Noam Chomsky,4.25,220,"nonfiksi, politik, sejarah","Operation Protective Edge, serangan terbaru Israel di Gaza, menyebabkan ribuan warga Palestina tewas dan membuka jalan bagi perampasan tanah Israel lainnya. Kebutuhan untuk berdiri dalam solidaritas dengan rakyat Palestina kini semakin besar. Ilan Pappé dan Noam Chomsky, dua tokoh terkemuka dalam perjuangan untuk membebaskan Palestina, membahas jalan ke depan bagi rakyat Palestina dan bagaimana komunitas internasional dapat menekan Israel untuk mengakhiri pelanggaran hak asasi manusia terhadap rakyat Palestina. On Palestine adalah sekuel dari buku mereka yang terkenal, Gaza in Crisis."
A44,@bluechizcake,Borrowed,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@clarbiblio,Queue,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@creamattcha,Queue,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@fatmajanna,Queue,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@hoyeonaa,Queue,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@MAULIA58624687,Borrowed,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
A44,@mitasarchive,Borrowing,Once upon a broken heart,Stephanie Garber,4.07,408,"fiksi, fantasi, romansa, young-adult","Seberapa jauh kau akan bertindak demi mendapatkan akhir bahagia selamanya? Tak ada yang memahami patah hati lebih baik daripada Jacks, sang Pangeran Hati, dan untuk itulah Evangeline Fox membutuhkan bantuannya: membatalkan pernikahan kekasihnya dengan saudari tirinya. Yang tidak Evangeline sadari, Jacks bukan berbahaya karena dia jahat, melainkan karena dia tidak bisa membedakan baik atau buruk. Dan, sudah terlambat bagi Evangeline untuk menyesali bencana macam apa yang disebabkan akibat permintaan egoisnya. Jacks hidup abadi dengan kutukan mengerikan: siapa pun yang menciumnya akan mati. Dan, kini Evangeline berhutang kepadanya. Tiga ciuman. Kapan pun lelaki itu inginkan. Dengan siapa pun yang lelaki itu tentukan. Yang tentu saja tidak sesederhana kedengarannya karena segala hal terkait Pangeran Hati, selalu melibatkan hati yang patah atau jasad yang mati."
